cas	inchi	inchikey	smiles	formula	definition	checked	alw_cname	che_cname	che_id	chl_id	chs_id	drb_id	eea_cname	ein_id	etx_cname	etx_id	ipc_name	puc_cid	wid_cname	wid_id	zvg_id	uni_id
275-51-4	InChI=1S/C10H8/c1-2-5-9-7-4-8-10(9)6-3-1/h1-8H	CUFNKYGDVFVPHO-UHFFFAOYSA-N	C1=CC=C2C=CC=C2C=C1	C10H8	A mancude carbobicyclic parent consisting of a cycloheptatriene and cyclopentadiene rings.			azulene	CHEBI:31249	CHEMBL3272628	8876			205-993-6				9231	azulene	Q144362		82R6M9MGLP
2750-76-7	InChI=1S/C43H58N2O13/c1-12-45(13-2)31(47)20-55-30-19-28-38(51)33-32(30)34-40(26(8)37(33)50)58-43(10,41(34)52)56-18-17-29(54-11)23(5)39(57-27(9)46)25(7)36(49)24(6)35(48)21(3)15-14-16-22(4)42(53)44-28/h14-19,21,23-25,29,35-36,39,48-51H,12-13,20H2,1-11H3,(H,44,53)/b15-14+,18-17+,22-16-/t21-,23+,24+,25+,29-,35-,36+,39+,43-/m0/s1	VFYNXKZVOUXHDX-VDPUEHCXSA-N	CCN(CC)C(=O)COC1=C2C3=C(C(=C1)NC(=O)C(=CC=CC(C(C(C(C(C(C(C(C=COC4(C(=O)C2=C(O4)C(=C3O)C)C)OC)C)OC(=O)C)C)O)C)O)C)C)O	C43H58N2O13							16735997							6433345				
27503-81-7	InChI=1S/C13H10N2O3S/c16-19(17,18)10-6-7-11-12(8-10)15-13(14-11)9-4-2-1-3-5-9/h1-8H,(H,14,15)(H,16,17,18)	UVCJGUGAGLDPAA-UHFFFAOYSA-N	C1=CC=C(C=C1)C2=NC3=C(N2)C=C(C=C3)S(=O)(=O)O	C13H10N2O3S				ensulizole	CHEBI:135132		31267							33919				
2751-09-09					A semi-synthetic macrolide antibiotic obtained by acetylation of the three free hydroxy groups of oleandomycin. Troleandomycin is only found in individuals that have taken the drug.			troleandomycin	CHEBI:45735													
27519-02-04							muscalure				4517167											
2752-71-8																						
2752-81-0																						
27523-40-6					A racemate comprising equimolar amounts of (R)- and (S)-isoconazole. A broad-spectrum antibacterial drug used (as its nitrate salt) for treatment of dermatomycoses.			isoconazole	CHEBI:82865		3629											
27539-12-04	InChI=1S/C10H10N2O2/c1-10(7-5-3-2-4-6-7)8(13)11-9(14)12-10/h2-6H,1H3,(H2,11,12,13,14)/t10-/m0/s1	JNGWGQUYLVSFND-JTQLQIEISA-N	CC1(C(=O)NC(=O)N1)C2=CC=CC=C2	C10H10N2O2							555406							640021				
27541-88-4							quinonamid	Quinonamid	CHEBI:82175													
27554-26-3	InChI=1S/C24H38O4/c1-19(2)13-7-5-11-17-27-23(25)21-15-9-10-16-22(21)24(26)28-18-12-6-8-14-20(3)4/h9-10,15-16,19-20H,5-8,11-14,17-18H2,1-4H3	IJFPVINAQGWBRJ-UHFFFAOYSA-N	CC(C)CCCCCOC(=O)C1=CC=CC=C1C(=O)OCCCCCC(C)C	C24H38O4				Diisooctyl phthalate	CHEBI:34710		31280							33934				
27569-09-01																						
27570-20-3	InChI=1S/C32H52O3/c1-20(2)22-11-16-32(19-33)18-17-30(7)23(27(22)32)9-10-25-29(6)14-13-26(35-21(3)34)28(4,5)24(29)12-15-31(25,30)8/h22-27,33H,1,9-19H2,2-8H3/t22-,23+,24-,25+,26-,27+,29-,30+,31+,32+/m0/s1	XUDTWJGGQFHXCR-VFUWXHBOSA-N	CC(=C)C1CCC2(C1C3CCC4C5(CCC(C(C5CCC4(C3(CC2)C)C)(C)C)OC(=O)C)C)CO	C32H52O3							421143							479957				
27573-89-3																						
27575-78-6																						
2758-42-1							2,4-DB-dimethylammonium															
275818-77-4																						
2759-28-6	InChI=1S/C11H16N2/c1-2-4-11(5-3-1)10-13-8-6-12-7-9-13/h1-5,12H,6-10H2	IQXXEPZFOOTTBA-UHFFFAOYSA-N	C1CN(CCN1)CC2=CC=CC=C2	C11H16N2	A tertiary amino compound that is piperazine substituted by a benzyl group at position 1. It is a  serotonergic agonist used as a recreational drug.			1-benzylpiperazine	CHEBI:83537		68493							75994	1-Benzylpiperazine	Q72442715		
2759-71-9	InChI=1S/C10H9Cl2NO/c11-8-4-3-7(5-9(8)12)13-10(14)6-1-2-6/h3-6H,1-2H2,(H,13,14)	PLQDLOBGKJCDSZ-UHFFFAOYSA-N	C1CC1C(=O)NC2=CC(=C(C=C2)Cl)Cl	C10H9Cl2NO			cypromid	Cypromid	CHEBI:82176		16725							17693				
27619-97-2	InChI=1S/C8H5F13O3S/c9-3(10,1-2-25(22,23)24)4(11,12)5(13,14)6(15,16)7(17,18)8(19,20)21/h1-2H2,(H,22,23,24)	VIONGDJUYAYOPU-UHFFFAOYSA-N	C(CS(=O)(=O)O)C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F	C8H5F13O3S							106865							119688				
27636-33-5	InChI=1S/C12H11NO2/c1-13-12(14)15-11-8-4-6-9-5-2-3-7-10(9)11/h2-8H,1H3,(H,13,14)	CVXBEEMKQHEXEN-UHFFFAOYSA-N	CNC(=O)OC1=CC=CC2=CC=CC=C21	C12H11NO2							5899							6129				
2764-72-9					The organic cation formed formally by addition of an ethylene bridge between the nitrogen atoms of 2,2'-bipyridine. Most often available as the dibromide.		diquat	diquat	CHEBI:64163													
27641-19-6	InChI=1S/C28H38O19/c1-12(29)37-9-20-22(40-15(4)32)24(42-17(6)34)25(43-18(7)35)27(45-20)47-28(11-39-14(3)31)26(44-19(8)36)23(41-16(5)33)21(46-28)10-38-13(2)30/h20-27H,9-11H2,1-8H3	ZIJKGAXBCRWEOL-UHFFFAOYSA-N	CC(=O)OCC1C(C(C(C(O1)OC2(C(C(C(O2)COC(=O)C)OC(=O)C)OC(=O)C)COC(=O)C)OC(=O)C)OC(=O)C)OC(=O)C	C28H38O19							190652							219904				
27668-52-6											56561											
2767-54-6	InChI=1S/3C2H5.BrH.Sn/c3*1-2;;/h3*1H2,2H3;1H;/q;;;;+1/p-1	KQPIFPBKXYBDGV-UHFFFAOYSA-M	CC[Sn](CC)(CC)Br	C6H15BrSn							16733			220-443-5				17701	bromotriethylstannane	Q27291173		UOP17166KC
27691-43-6																						
2772-45-4	InChI=1S/C24H26O/c1-23(2,18-11-7-5-8-12-18)20-15-16-22(25)21(17-20)24(3,4)19-13-9-6-10-14-19/h5-17,25H,1-4H3	FMUYQRFTLHAARI-UHFFFAOYSA-N	CC(C)(C1=CC=CC=C1)C2=CC(=C(C=C2)O)C(C)(C)C3=CC=CC=C3	C24H26O							68512							76013				
2775-38-4	InChI=1S/C7H5Cl2NS/c8-4-1-2-5(7(10)11)6(9)3-4/h1-3H,(H2,10,11)	WDNBLWURITYPQL-UHFFFAOYSA-N	C1=CC(=C(C=C1Cl)Cl)C(=S)N	C7H5Cl2NS							2016566							2734822				
27753-54-4	InChI=1S/C4H8Cl2O/c5-1-3-7-4-2-6/h1-4H2	ZNSMNVMLTJELDZ-UHFFFAOYSA-N	C(CCl)OCCCl	C4H8Cl2O							21106016							8115				
27757-95-5																						
27774-13-6								vanadyl sulfate	CHEBI:33146													
2778-04-03							endothion	Endothion	CHEBI:82121													
2779-66-0											68516											
2779-69-3																						
27805-30-7	InChI=1S/C14H11NSe/c15-11-16-14(12-7-3-1-4-8-12)13-9-5-2-6-10-13/h1-10,14H	RNAKAYCVSPMHHK-UHFFFAOYSA-N	C1=CC=C(C=C1)C(C2=CC=CC=C2)[Se]C#N	C14H11NSe							21376760							14265450				
2781-10-04																						
27813-21-4																						
27816-36-0	InChI=1S/C3H6ClNO/c1-2(4)3(5)6/h2H,1H3,(H2,5,6)	OEZPDHRXGCLGKB-UHFFFAOYSA-N	CC(C(=O)N)Cl	C3H6ClNO							85179							94385				
27819-31-4											3607926											
2782-57-2																						
2782-70-9	InChI=1S/C11H18O4P2S4/c1-12-16(18,13-2)20-9-10-5-7-11(8-6-10)21-17(19,14-3)15-4/h5-8H,9H2,1-4H3	LHYALRHWTJKPFK-UHFFFAOYSA-N	COP(=S)(OC)SCC1=CC=C(C=C1)SP(=S)(OC)OC	C11H18O4P2S4							68523							76025				
2782-91-4	InChI=1S/C5H12N2S/c1-6(2)5(8)7(3)4/h1-4H3	MNOILHPDHOHILI-UHFFFAOYSA-N	CN(C)C(=S)N(C)C	C5H12N2S						CHEMBL12214	16753			220-488-0				17725	tetramethylthiourea	Q22159079		J6T67A1P72
2783-94-0	InChI=1S/C16H12N2O7S2.2Na/c19-15-8-1-10-9-13(27(23,24)25)6-7-14(10)16(15)18-17-11-2-4-12(5-3-11)26(20,21)22;;/h1-9,19H,(H,20,21,22)(H,23,24,25);;/q;2*+1/p-2	OIQPTROHQCGFEF-UHFFFAOYSA-L	C1=CC(=CC=C1N=NC2=C(C=CC3=C2C=CC(=C3)S(=O)(=O)[O-])O)S(=O)(=O)[O-].[Na+].[Na+]	C16H10N2Na2O7S2				Sunset Yellow FCF	CHEBI:82538		4805070							17730				
2784-27-2	InChI=1S/C15H12N2O3/c18-12-8-6-11(7-9-12)15(10-4-2-1-3-5-10)13(19)16-14(20)17-15/h1-9,18H,(H2,16,17,19,20)	XEEDURHPFVXALT-UHFFFAOYSA-N	C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=C(C=C3)O	C15H12N2O3	A imidazolidine-2,4-dione that consists of hydantoin bearing phenyl and 4-hydroxyphenyl substituents at position 5.			4-hydroxyphenytoin	CHEBI:63804		16756							17732				
2784-73-8								6-Acetylmorphine	CHEBI:2168													
2784-94-3	InChI=1S/C11H17N3O4/c1-12-10-3-2-9(8-11(10)14(17)18)13(4-6-15)5-7-16/h2-3,8,12,15-16H,4-7H2,1H3	MWJSMPQOVHQYTE-UHFFFAOYSA-N	CNC1=C(C=C(C=C1)N(CCO)CCO)[N+](=O)[O-]	C11H17N3O4				HC Blue No.1	CHEBI:82333		16758							17734				
27854-30-4	InChI=1S/C9H5F13O2/c10-4(11,2-1-3(23)24)5(12,13)6(14,15)7(16,17)8(18,19)9(20,21)22/h1-2H2,(H,23,24)	AAEJJSZYNKXKSW-UHFFFAOYSA-N	C(CC(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)C(=O)O	C9H5F13O2							2056565							2776244				
27854-31-5	InChI=1S/C10H3F17O2/c11-3(12,1-2(28)29)4(13,14)5(15,16)6(17,18)7(19,20)8(21,22)9(23,24)10(25,26)27/h1H2,(H,28,29)	XTBXSCIWOVSSGB-UHFFFAOYSA-N	C(C(=O)O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F	C10H3F17O2							9169620							10994425				
2787-91-9																						
2788-23-0	InChI=1S/C12H8N2O/c15-13-14-11-7-3-1-5-9(11)10-6-2-4-8-12(10)14/h1-8H	XPKSVCWBMBPUPE-UHFFFAOYSA-N	C1=CC=C2C(=C1)C3=CC=CC=C3N2N=O	C12H8N2O						CHEMBL1985205	16765			220-517-7				17743	9-nitrosocarbazole	Q27266266		746TFF4TCD
27893-00-1																						
279-23-2	InChI=1S/C7H12/c1-2-7-4-3-6(1)5-7/h6-7H,1-5H2	UMRZSTCPUPJPOJ-UHFFFAOYSA-N	C1CC2CCC1C2	C7H12	A cyclic hydrocarbon consisting of cyclohexane with a methylene bridge linking positions 1 and 4.			norbornane	CHEBI:71546		8878							9233				
27900-75-0																						
27901-93-5																						
27905-45-9																						
2791-60-8	InChI=1S/3C6H13.ClH.Sn/c3*1-3-5-6-4-2;;/h3*1,3-6H2,2H3;1H;/q;;;;+1/p-1	JFRDMMAVFUOTMP-UHFFFAOYSA-M	CCCCCC[Sn](CCCCCC)(CCCCCC)Cl	C18H39ClSn							103014							115120				
27938-76-7	InChI=1S/C14H8O3/c15-8-5-6-11-12(7-8)14(17)10-4-2-1-3-9(10)13(11)16/h1-7,15H	GCDBEYOJCZLKMC-UHFFFAOYSA-N	C1=CC=C2C(=C1)C(=O)C3=C(C2=O)C=C(C=C3)O	C14H8O3							8198							11796				
27949-52-6																						
2795-39-3																						
27954-37-6							tetrafluron															
27959-79-1																						
2797-51-5							quinoclamine	Quinoclamin	CHEBI:81849													
2798-09-06																						
27983-69-3																						
27986-36-3	InChI=1S/C17H28O2/c1-2-3-4-5-6-7-8-11-16-12-9-10-13-17(16)19-15-14-18/h9-10,12-13,18H,2-8,11,14-15H2,1H3	IEORSVTYLWZQJQ-UHFFFAOYSA-N	CCCCCCCCCC1=CC=CC=C1OCCO	C17H28O2							149575							171092				
2799-95-3																						
27994-88-3																						
280-57-9	InChI=1S/C6H12N2/c1-2-8-5-3-7(1)4-6-8/h1-6H2	IMNIMPAHZVJRPE-UHFFFAOYSA-N	C1CN2CCN1CC2	C6H12N2						CHEMBL3183414	8882			205-999-9				9237	triethylenediamine	Q423673	33370	X8M57R0JS5
28001-58-3	InChI=1S/C9H14N.CH4O4S/c1-10(2,3)9-7-5-4-6-8-9;1-5-6(2,3)4/h4-8H,1-3H3;1H3,(H,2,3,4)/q+1;/p-1	FVPMMSKYNHPFOI-UHFFFAOYSA-M	C[N+](C)(C)C1=CC=CC=C1.COS(=O)(=O)[O-]	C10H17NO4S							4447570							5284510	phenyltrimethylammonium methosulfate	Q27893862		N6ETI313C1
2801-29-8																						
280121-59-7																						
28016-01-05	InChI=1S/C6H2F4/c7-3-1-2-4(8)6(10)5(3)9/h1-2H	SOZFIIXUNAKEJP-UHFFFAOYSA-N	C1=CC(=C(C(=C1F)F)F)F	C6H2F4							21106162							11084				
28022-74-4																						
28037-84-5																						
28041-60-3											128558											
28041-61-4											2063474											
28041-62-5																						
28041-63-6																						
28041-64-7																						
28042-88-8																						
28048-17-1	InChI=1S/C3H6F3NO2S/c1-7(2)10(8,9)3(4,5)6/h1-2H3	GSIWUFBWQIELGP-UHFFFAOYSA-N	CN(C)S(=O)(=O)C(F)(F)F	C3H6F3NO2S							156249							179504				
280572-80-7																						
2806-15-7																						
2806-24-8	InChI=1S/C10H4F17NO4S/c11-3(12,5(15,16)7(19,20)9(23,24)25)4(13,14)6(17,18)8(21,22)10(26,27)33(31,32)28-1-2(29)30/h28H,1H2,(H,29,30)	AYLOUUCBACYHAB-UHFFFAOYSA-N	C(C(=O)O)NS(=O)(=O)C(C(C(C(C(C(C(C(F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F)(F)F	C10H4F17NO4S							8682412							10507011				
28061-21-4	InChI=1S/C19H31Cl/c1-2-3-4-5-6-7-8-9-10-14-17-19(20)18-15-12-11-13-16-18/h11-13,15-16,19H,2-10,14,17H2,1H3	ISXDOPCKEDRLAY-UHFFFAOYSA-N	CCCCCCCCCCCCC(C1=CC=CC=C1)Cl	C19H31Cl							14731205							34133				
28061-22-5																						
28065-23-8																						
28069-65-0																						
2807-30-9	InChI=1S/C5H12O2/c1-2-4-7-5-3-6/h6H,2-5H2,1H3	YEYKMVJDLWJFOA-UHFFFAOYSA-N	CCCOCCO	C5H12O2						CHEMBL3189002	16778			220-548-6				17756	ethylene glycol monopropyl ether	Q1371478	22310	TF513KWZ2Y
28076-73-5																						
28086-13-7							phenylmercury salicylate															
28089-34-1																						
28094-15-7	InChI=1S/C8H11NO3.ClH/c9-2-1-5-3-7(11)8(12)4-6(5)10;/h3-4,10-12H,1-2,9H2;1H	QLMRJHFAGVFUAC-UHFFFAOYSA-N	C1=C(C(=CC(=C1O)O)O)CCN.Cl	C8H12ClNO3							140776							160157				
281-23-2	InChI=1S/C10H16/c1-7-2-9-4-8(1)5-10(3-7)6-9/h7-10H,1-6H2	ORILYTVJVMAKLC-UHFFFAOYSA-N	C1C2CC3CC1CC(C2)C3	C10H16				adamantane	CHEBI:40519	CHEMBL1230831	8883	3627		206-001-4				9238	adamantane	Q351461		PJY633525U
28108-99-8																						
28122-52-3	InChI=1S/C14H22O2/c1-13(2,3)9-14(4,5)11-7-6-10(15)8-12(11)16/h6-8,15-16H,9H2,1-5H3	YQOJNENEFSZINP-UHFFFAOYSA-N	CC(C)(C)CC(C)(C)C1=C(C=C(C=C1)O)O	C14H22O2														220749				
2813-95-8							dinoseb acetate	Dinoseb acetate	CHEBI:82240													
2814-20-2	InChI=1S/C8H12N2O/c1-5(2)8-9-6(3)4-7(11)10-8/h4-5H,1-3H3,(H,9,10,11)	AJPIUNPJBFBUKK-UHFFFAOYSA-N	CC1=CC(=O)NC(=N1)C(C)C	C8H12N2O														135444498				
2816-39-9	InChI=1S/2C18H15Ge/c2*1-4-10-16(11-5-1)19(17-12-6-2-7-13-17)18-14-8-3-9-15-18/h2*1-15H	JQHWEIUKAAZLFP-UHFFFAOYSA-N	C1=CC=C(C=C1)[Ge](C2=CC=CC=C2)C3=CC=CC=C3.C1=CC=C(C=C1)[Ge](C2=CC=CC=C2)C3=CC=CC=C3	C36H30Ge2							15134988							6327454				
28161-39-9																						
28165-52-8	InChI=1S/C6H4Br2O/c7-4-1-2-5(8)6(9)3-4/h1-3,9H	GUXWVUVLXIJHQF-UHFFFAOYSA-N	C1=CC(=C(C=C1Br)O)Br	C6H4Br2O							31497			631-119-1				34177	2,5-dibromophenol	Q209231		
28165-67-5	InChI=1S/C6H3I3O/c7-3-1-4(8)6(9)5(10)2-3/h1-2,10H	FOTFVXLUYYQIKQ-UHFFFAOYSA-N	C1=C(C=C(C(=C1O)I)I)I	C6H3I3O														18369898				
281659-65-2											9004085											
28166-41-8					A monohydroxycinnamic acid that is 4-hydroxycinnamic acid in which the hydrogen alpha- to the carboxy group is replaced by a cyano group. It is used as a matrix in matrix-assisted laser desorption/ionization (MALDI) mass spectrometry for the analysis of peptides and oligonucleotides.			alpha-cyano-4-hydroxycinnamic acid	CHEBI:64340													
28169-46-2	InChI=1S/C8H6N2O6/c1-4-6(8(11)12)2-5(9(13)14)3-7(4)10(15)16/h2-3H,1H3,(H,11,12)	CDVNZMKTJIBBBV-UHFFFAOYSA-N	CC1=C(C=C(C=C1[N+](=O)[O-])[N+](=O)[O-])C(=O)O	C8H6N2O6							89258							98824				
28170-41-4																						
28175-97-5	InChI=1S/C8H12N2O2/c1-5-4-6(11)10-7(9-5)8(2,3)12/h4,12H,1-3H3,(H,9,10,11)	YJVZSRAHZKCRKI-UHFFFAOYSA-N	CC1=CC(=O)NC(=N1)C(C)(C)O	C8H12N2O2							171434							135487866				
28178-42-9																						
2818-16-8							fenoprop-potassium															
28209-58-7																						
28213-87-8																						
28225-14-1																						
28249-77-6	InChI=1S/C12H16ClNOS/c1-3-14(4-2)12(15)16-9-10-5-7-11(13)8-6-10/h5-8H,3-4,9H2,1-2H3	QHTQREMOGMZHJV-UHFFFAOYSA-N	CCN(CC)C(=O)SCC1=CC=C(C=C1)Cl	C12H16ClNOS			thiobencarb	Thiobencarb	CHEBI:35011		31512							34192				
282537-61-5																						
2826-24-6																						
2826-32-6											16817											
2827-45-4	InChI=1S/C4H7N5O/c1-10-4-8-2(5)7-3(6)9-4/h1H3,(H4,5,6,7,8,9)	XVMFICQRQHBOOT-UHFFFAOYSA-N	COC1=NC(=NC(=N1)N)N	C4H7N5O				6-methoxy-1,3,5-triazine-2,4-diamine	CHEBI:38930		16823			678-148-6				17803	6-methoxy-1,3,5-triazine-2,4-diamine	Q27118038		
28275-80-1																						
28288-05-03	InChI=1S/C20H25ClO2/c1-14(2)12-17-18(20(17,3)4)19(22)23-11-10-16(21)13-15-8-6-5-7-9-15/h5-10,12,17-18H,11,13H2,1-4H3/b16-10-	MKFDPPVZZSGKLC-YBEGLDIGSA-N	CC(=CC1C(C1(C)C)C(=O)OCC=C(CC2=CC=CC=C2)Cl)C	C20H25ClO2			butethrin											13175986				
28289-54-5	InChI=1S/C12H15N/c1-13-9-7-12(8-10-13)11-5-3-2-4-6-11/h2-7H,8-10H2,1H3	PLRACCBDVIHHLZ-UHFFFAOYSA-N	CN1CCC(=CC1)C2=CC=CC=C2	C12H15N	A tetrahydropyridine that is 1,2,3,6-tetrahydropyridine substituted by a methyl group at position 1 and a phenyl group at position 4.			1-methyl-4-phenyl-1,2,3,6-tetrahydropyridine	CHEBI:17963		1346							1388				
2829-19-8																						
28299-33-4	InChI=1S/C3H6N2/c1-2-5-3-4-1/h3H,1-2H2,(H,4,5)	MTNDZQHUAFNZQY-UHFFFAOYSA-N	C1CN=CN1	C3H6N2					CHEBI:53095		61464							68156	imidazoline	Q16938071		
2830-87-7																						
28300-74-5					A hydrate that is the trihydrate form of dipotassium bis[mu-tartrato(4-)]diantimonate(2-).		tartar emetic	dipotassium bis[mu-tartrato(4-)]diantimonate(2-) trihydrate	CHEBI:2761													
28308-35-2																						
2832-19-1	InChI=1S/C3H6ClNO2/c4-1-3(7)5-2-6/h6H,1-2H2,(H,5,7)	TXNSZCSYBXHETP-UHFFFAOYSA-N	C(C(=O)NCO)Cl	C3H6ClNO2							56246							62466				
2832-40-8	InChI=1S/C15H15N3O2/c1-10-3-8-15(20)14(9-10)18-17-13-6-4-12(5-7-13)16-11(2)19/h3-9,20H,1-2H3,(H,16,19)	PXOZAFXVEWKXED-UHFFFAOYSA-N	CC1=CC(=C(C=C1)O)N=NC2=CC=C(C=C2)NC(=O)C	C15H15N3O2	An azo dye with a structure consisting of acetanilide substituted on the 4-position of the phenyl group with a 6-hydroxy-m-tolylazo group.			4-(2-hydroxy-5-methylphenylazo)acetanilide	CHEBI:53617		10468668							17811				
28322-02-03					A member of the class of acetamides that is acetamide in which one of the hydrogens attached to the nitrogen is replaced by a 9H-fluoren-4-yl group.			4-acetylaminofluorene	CHEBI:76343													
28324-52-9											191871											
28330-26-9																						
2834-10-08											16832											
28343-61-5					A member of the class of trichlorophenols that is isophthalonitrile substituted at positions 2, 4 and 5 by chloro groups and at position 6 by a hydroxy group. The major metabolite of chlorothalonil.			4-hydroxychlorothalonil	CHEBI:133542		31530											
2835-30-5	InChI=1S/C10H12N2O/c1-2-8-11-10(13)12-9-6-4-3-5-7-9/h2-7H,1,8H2,(H2,11,12,13)	MLSKUXJIZZNRSU-UHFFFAOYSA-N	C=CCNC(=O)NC1=CC=CC=C1	C10H12N2O							4321398							5147890				
2835-39-4								Allyl isovalerate	CHEBI:82380													
2835-81-6	InChI=1S/C4H9NO2/c1-2-3(5)4(6)7/h3H,2,5H2,1H3,(H,6,7)	QWCKQJZIFLGMSD-UHFFFAOYSA-N	CCC(C(=O)O)N	C4H9NO2	An alpha-amino acid that is butyric acid bearing a single amino substituent located at position 2.			alpha-aminobutyric acid	CHEBI:35621		6405							6657				
2835-99-6	InChI=1S/C7H9NO/c1-5-4-6(9)2-3-7(5)8/h2-4,9H,8H2,1H3	QGNGOGOOPUYKMC-UHFFFAOYSA-N	CC1=C(C=CC(=C1)O)N	C7H9NO	A substituted aniline in which the aniline ring carries 4-hydroxy and 6-methyl substituents; a urinary metabolite of lidocaine.			4-hydroxy-6-methylaniline	CHEBI:55546	CHEMBL3092390	16838			220-621-2				17819	4-amino-m-cresol	Q27124363	11210	12R07I1K8C
28351-04-04																						
283594-90-1					A butenolide that is but-2-en-4-olide bearing a 2,4,6-trimethylphenyl group at position 3, a 3,3-dimethylbutyryloxy group at position 4 and a spiro-fused cyclopentyl ring at position 5.		spiromesifen	spiromesifen	CHEBI:38640													
28380-24-7	InChI=1S/C40H68O11/c1-21-11-12-28(46-33(21)26(6)36(42)43)17-29-18-30(45-10)27(7)40(48-29)25(5)19-38(9,51-40)32-13-14-37(8,49-32)35-23(3)16-31(47-35)34-22(2)15-24(4)39(44,20-41)50-34/h21-35,41,44H,11-20H2,1-10H3,(H,42,43)/t21-,22-,23-,24+,25+,26+,27+,28+,29+,30+,31+,32+,33+,34-,35+,37-,38-,39-,40+/m0/s1	DANUORFCFTYTSZ-SJSJOXFOSA-N	CC1CCC(OC1C(C)C(=O)O)CC2CC(C(C3(O2)C(CC(O3)(C)C4CCC(O4)(C)C5C(CC(O5)C6C(CC(C(O6)(CO)O)C)C)C)C)C)OC	C40H68O11	A polyether antibiotic which affects ion transport and ATPase activity in mitochondria. It is produced by Streptomyces hygroscopicus.			nigericin	CHEBI:7569	CHEMBL405862	10196461			686-881-8				34230	nigericin	Q7033077		RRU6GY95IS
28382-15-2																						
28384-66-9																						
28395-03-01	InChI=1S/C17H20N2O5S/c1-2-3-9-19-14-10-12(17(20)21)11-15(25(18,22)23)16(14)24-13-7-5-4-6-8-13/h4-8,10-11,19H,2-3,9H2,1H3,(H,20,21)(H2,18,22,23)	MAEIEVLCKWDQJH-UHFFFAOYSA-N	CCCCNC1=C(C(=CC(=C1)C(=O)O)S(=O)(=O)N)OC2=CC=CC=C2	C17H20N2O5S	A member of the class of benzoic acids that is 4-phenoxybenzoic acid in which the hydrogens ortho to the phenoxy group are substituted by butylamino and sulfamoyl groups. Bumetanide is a diuretic, and is used for treatment of oedema associated with congestive heart failure, hepatic and renal disease.			bumetanide	CHEBI:3213	CHEMBL1072	2377	887		249-004-6				2471	bumetanide	Q275926		0Y2S3XUQ5H
28407-37-6																						
28434-00-6							esdpallthrine	(+)-trans-(S)-allethrin	CHEBI:39115													
28434-01-07							bioresmethrin	bioresmethrin	CHEBI:39280													
28442-18-4																						
28442-22-0																						
28442-27-5																						
28442-30-0																						
28446-68-6	InChI=1S/C10H9NO/c1-12-10-6-4-9(5-7-10)3-2-8-11/h2-7H,1H3	CNBCNHHPIBKYBO-UHFFFAOYSA-N	COC1=CC=C(C=C1)C=CC#N	C10H9NO							31547							34240				
2845-89-8	InChI=1S/C7H7ClO/c1-9-7-4-2-3-6(8)5-7/h2-5H,1H3	YUKILTJWFRTXGB-UHFFFAOYSA-N	COC1=CC(=CC=C1)Cl	C7H7ClO							13875324			220-642-7				17833	3-Chloroanisole	Q72517046		
28452-93-9																						
28463-03-08	InChI=1S/C15H13Cl3O2/c1-20-13-8-4-11(5-9-13)14(15(16,17)18)10-2-6-12(19)7-3-10/h2-9,14,19H,1H3	BUZUQNXGKRJIJT-UHFFFAOYSA-N	COC1=CC=C(C=C1)C(C2=CC=C(C=C2)O)C(Cl)(Cl)Cl	C15H13Cl3O2				1,1,1-Trichloro-2-(4-hydroxyphenyl)-2-(4-methoxyphenyl)ethane	CHEBI:34026		159714							183679				
28473-03-02							mecoprop-isoctyl															
28473-21-4	InChI=1S/C9H20O/c1-2-3-4-5-6-7-8-9-10/h10H,2-9H2,1H3	ZWRUINPWMLAQRD-UHFFFAOYSA-N	CCCCCCCCCO	C9H20O							8574							8914	Nonanol	Q891751		
2849-93-6	InChI=1S/C8H6N2O2/c11-8(12)7-9-5-3-1-2-4-6(5)10-7/h1-4H,(H,9,10)(H,11,12)	RHXSYTACTOMVLJ-UHFFFAOYSA-N	C1=CC=C2C(=C1)NC(=N2)C(=O)O	C8H6N2O2					CHEBI:46117		203344			674-586-7				233240	1H-benzimidazole-2-carboxylic acid	Q27104563		
28508-28-3																						
285129-34-2																						
28519-02-0																						
28520-00-5	InChI=1S/C6H2Cl4O2/c7-1-2(8)5(11)4(10)6(12)3(1)9/h11-12H	SBQZVLLSNGZXLX-UHFFFAOYSA-N	C1(=C(C(=C(C(=C1Cl)Cl)Cl)O)Cl)O	C6H2Cl4O2							83295							92261	tetrachlororesorcinol	Q27274157		AWM10GA13N
28520-18-5																						
28520-20-9	InChI=1S/C6HBr2F3O/c7-1-3(9)2(8)6(12)5(11)4(1)10/h12H	SMKOODPDPZBCQM-UHFFFAOYSA-N	C1(=C(C(=C(C(=C1Br)F)Br)F)F)O	C6HBr2F3O														84820037				
